218,54772,212,53191
218,54772,219,54588
218,54772,210,54830
218,54772,214,53415
218,54772,215,54639
218,54773,212,53192
218,54773,219,54589
218,54773,210,54831
218,54773,214,53416
218,54773,215,54640
218,54774,212,53193
218,54774,219,54590
218,54774,210,54832
218,54774,214,53417
218,54774,215,54641
218,54775,212,53194
218,54775,219,54591
218,54775,210,54833
218,54775,214,53418
218,54775,215,54642
218,54776,212,53195
218,54776,219,54592
218,54776,210,54834
218,54776,214,53419
218,54776,215,54643
218,54777,212,53196
218,54777,219,54593
218,54777,210,54835
218,54777,214,53420
218,54777,215,54644
218,54778,212,53197
218,54778,219,54594
218,54778,210,54836
218,54778,214,53421
218,54778,215,54645
218,54779,212,53198
218,54779,219,54595
218,54779,210,54837
218,54779,214,53422
218,54779,215,54646
218,54780,212,53199
218,54780,219,54596
218,54780,210,54838
218,54780,214,53423
218,54780,215,54647
218,54781,212,53200
218,54781,219,54597
218,54781,210,54839
218,54781,214,53424
218,54781,215,54648
218,54782,212,53201
218,54782,219,54598
218,54782,210,54840
218,54782,214,53425
218,54782,215,54649
218,54783,212,53202
218,54783,219,54599
218,54783,210,54841
218,54783,214,53426
218,54783,215,54650
218,54784,212,53203
218,54784,219,54600
218,54784,210,54842
218,54784,214,53427
218,54784,215,54651
218,54785,212,53204
218,54785,219,54601
218,54785,210,54843
218,54785,214,53428
218,54785,215,54652
218,54786,212,53205
218,54786,219,54602
218,54786,210,54844
218,54786,214,53429
218,54786,215,54653
218,54787,212,53206
218,54787,219,54603
218,54787,210,54845
218,54787,214,53430
218,54787,215,54654
218,54788,212,53207
218,54788,219,54604
218,54788,210,54846
218,54788,214,53431
218,54788,215,54655
218,54789,212,53208
218,54789,219,54605
218,54789,210,54847
218,54789,214,53432
218,54789,215,54656
218,54790,212,53209
218,54790,219,54606
218,54790,210,54848
218,54790,214,53433
218,54790,215,54657
218,54791,212,53210
218,54791,219,54607
218,54791,210,54849
218,54791,214,53434
218,54791,215,54658
218,54792,212,53211
218,54792,219,54608
218,54792,210,54850
218,54792,214,53435
218,54792,215,54659
218,54793,212,53212
218,54793,219,54609
218,54793,210,54851
218,54793,214,53436
218,54793,215,54660
218,54794,212,53213
218,54794,219,54610
218,54794,210,54852
218,54794,214,53437
218,54794,215,54661
218,54795,212,53214
218,54795,219,54611
218,54795,210,54853
218,54795,214,53438
218,54795,215,54662
218,54796,212,53215
218,54796,219,54612
218,54796,210,54854
218,54796,214,53439
218,54796,215,54663
218,54797,212,53216
218,54797,219,54613
218,54797,210,54855
218,54797,214,53440
218,54797,215,54664
218,54798,212,53217
218,54798,219,54614
