218,90841,219,90652
218,90841,212,89267
218,90841,210,90900
218,90842,214,89466
218,90842,219,90653
218,90842,212,89268
218,90842,210,90901
218,90843,214,89467
218,90843,219,90654
218,90843,212,89269
218,90843,210,90902
218,90844,214,89468
218,90844,219,90655
218,90844,212,89270
218,90844,210,90903
218,90844,215,90539
218,90844,215,90540
218,90844,215,90541
218,90845,214,89469
218,90845,219,90656
218,90845,212,89271
218,90845,210,90904
218,90846,214,89470
218,90846,219,90657
218,90846,212,89272
218,90846,210,90905
218,90847,214,89471
218,90847,219,90658
218,90847,212,89273
218,90847,210,90906
218,90848,214,89472
218,90848,215,90542
218,90848,215,90543
218,90848,219,90659
218,90848,212,89274
218,90848,210,90907
218,90849,214,89473
218,90849,219,90660
218,90849,212,89275
218,90849,210,90908
218,90850,214,89474
218,90850,219,90661
218,90850,212,89276
218,90850,210,90909
218,90851,214,89475
218,90851,219,90662
218,90851,212,89277
218,90851,210,90910
218,90852,214,89476
218,90852,219,90663
218,90852,212,89278
218,90852,210,90911
218,90853,214,89477
218,90853,219,90664
218,90853,212,89279
218,90853,210,90912
218,90854,214,89478
218,90854,219,90665
218,90854,212,89280
218,90854,210,90913
218,90855,214,89479
218,90855,219,90666
218,90855,212,89281
218,90855,210,90914
218,90856,214,89480
218,90856,219,90667
218,90856,212,89282
218,90856,210,90915
218,90857,214,89481
218,90857,219,90668
218,90857,212,89283
218,90857,210,90916
218,90858,214,89482
218,90858,219,90669
218,90858,212,89284
218,90858,210,90917
218,90859,214,89483
218,90859,219,90670
218,90859,212,89285
218,90859,210,90918
218,90860,214,89484
218,90860,219,90671
218,90860,212,89286
218,90860,210,90919
218,90861,214,89485
218,90861,219,90672
218,90861,212,89287
218,90861,210,90920
218,90862,214,89486
218,90862,219,90673
218,90862,212,89288
218,90862,210,90921
218,90863,214,89487
218,90863,219,90674
218,90863,212,89289
218,90863,210,90922
218,90864,214,89488
218,90864,215,90544
218,90864,215,90545
218,90864,215,90546
218,90864,219,90675
218,90864,212,89290
218,90864,210,90923
218,90865,214,89489
218,90865,219,90676
218,90865,212,89291
218,90865,210,90924
218,90866,214,89490
218,90866,219,90677
218,90866,212,89292
218,90866,210,90925
218,90867,214,89491
218,90867,219,90678
218,90867,212,89293
218,90867,215,90547
218,90867,210,90926
218,90867,215,90548
218,90868,214,89492
218,90868,219,90679
218,90868,212,89294
218,90868,210,90927
218,90869,214,89493
218,90869,219,90680
218,90869,212,89295
218,90869,210,90928
218,90870,214,89494
218,90870,219,90681
218,90870,212,89296
218,90870,210,90929
218,90871,214,89495
218,90871,219,90682
218,90871,212,89297
218,90871,210,90930
218,90872,214,89496
218,90872,219,90683
218,90872,212,89298
218,90872,210,90931
218,90873,219,90684
218,90873,212,89299
218,90873,210,90932
218,90874,214,89498
218,90874,219,90685
218,90874,212,89300
218,90874,210,90933
218,90875,214,89499
218,90875,212,89301
218,90875,210,90934
218,90876,214,89500
218,90876,219,90687
218,90876,212,89302
218,90876,210,90935
218,90877,214,89501
218,90877,219,90688
218,90877,212,89303
218,90877,210,90936
218,90878,214,89502
218,90878,219,90689
218,90878,212,89304
218,90878,210,90937
218,90879,214,89503
218,90879,219,90690
218,90879,212,89305
218,90879,210,90938
218,90880,214,89504
218,90880,219,90691
218,90880,212,89306
218,90880,210,90939
218,90881,214,89505
218,90881,219,90692
218,90881,212,89307
218,90881,210,90940
218,90882,214,89506
218,90882,219,90693
218,90882,212,89308
218,90882,210,90941
218,90883,214,89507
218,90883,219,90694
218,90883,212,89309
218,90883,210,90942
218,90884,214,89508
218,90884,219,90695
218,90884,212,89310
218,90884,210,90943
218,90885,214,89509
218,90885,219,90696
218,90885,212,89311
218,90885,210,90944
218,90886,214,89510
218,90886,219,90697
218,90886,212,89312
218,90886,210,90945
218,90887,214,89511
218,90887,215,90549
218,90887,215,90550
